task_id,asset,timeframe,end_date,end_time,分析时的价格,未来第一根K线的价格,未来第二根K线的价格,ai_decision,is_correct,profit_pct_1,profit_pct_2,cumulative_win_rate,duration_s,result_id,ai_version,data_method,kline_count,future_kline_count,error,AGENT_MODEL,GRAPH_MODEL,回测模式,资金_初始,资金_当前,下单金额,仓位比例,合约倍数,滑点百分比,强制平仓百分比,名义金额,成交数量,成交开仓价,成交平仓价,平仓原因,本次盈亏,本次盈亏百分比
10,BTC,4h,2025-05-06,11:59,94418.700000,94344.100000 -0.08%,93773.000000 -0.68%,SHORT,True,+0.08%,+0.68%,50.00%,63.036,R-A104-260119-1535-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
11,BTC,4h,2025-05-16,03:58,103164.000000,103723.900000 +0.54%,103997.200000 +0.81%,SHORT,False,-0.54%,-0.81%,45.45%,55.61,R-A105-260119-1536-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
12,BTC,4h,2025-05-17,07:59,103409.900000,103466.300000 +0.05%,103394.500000 -0.01%,LONG,False,+0.05%,-0.01%,41.67%,43.066,R-A106-260119-1536-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
13,BTC,4h,2025-06-06,23:57,104905.100000,104183.300000 -0.69%,104234.800000 -0.64%,LONG,False,-0.69%,-0.64%,38.46%,47.326,R-A107-260119-1537-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
14,BTC,4h,2025-07-06,15:55,108008.100000,108029.900000 +0.02%,108865.100000 +0.79%,LONG,True,+0.02%,+0.79%,42.86%,58.142,R-A108-260119-1537-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
15,BTC,4h,2025-07-10,03:56,111547.000000,111198.600000 -0.31%,111019.900000 -0.47%,LONG,False,-0.31%,-0.47%,40.00%,56.145,R-A109-260119-1538-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
16,BTC,4h,2025-07-21,19:56,118256.100000,118405.500000 +0.13%,116817.200000 -1.22%,LONG,False,+0.13%,-1.22%,37.50%,52.547,R-A110-260119-1538-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
17,BTC,4h,2025-07-23,03:57,119261.800000,120044.000000 +0.66%,118659.900000 -0.50%,LONG,False,+0.66%,-0.50%,35.29%,53.608,R-A111-260119-1539-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
18,BTC,4h,2025-07-29,23:58,117408.000000,117527.900000 +0.10%,117940.800000 +0.45%,SHORT,False,-0.10%,-0.45%,33.33%,59.48,R-A112-260119-1539-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
19,BTC,4h,2025-08-09,03:55,116409.600000,116620.800000 +0.18%,116346.800000 -0.05%,SHORT,True,-0.18%,+0.05%,36.84%,65.164,R-A113-260119-1539-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
20,BTC,4h,2025-08-24,11:58,115050.900000,114858.400000 -0.17%,114719.400000 -0.29%,LONG,False,-0.17%,-0.29%,35.00%,61.866,R-A114-260119-1540-BTC-4H,original,to_end,40,13,,qwen3-235b-a22b-instruct,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,=== 新批次开始 2026-01-19 16:15:29 ===,,,,,,,,,,,,,,,,,
3,BTC,4h,2025-01-09,23:57,94342.000000,91907.800000 -2.58%,92554.900000 -1.89%,LONG,False,-2.58%,-1.89%,0.00%,64.701,R-A137-260119-1616-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
1,BTC,4h,2025-01-05,19:59,97653.500000,98029.900000 +0.39%,98087.900000 +0.44%,SHORT,False,-0.39%,-0.44%,0.00%,53.414,R-A135-260119-1615-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
5,BTC,4h,2025-03-24,07:58,85972.000000,86533.600000 +0.65%,86879.300000 +1.06%,LONG,True,+0.65%,+1.06%,33.33%,52.683,R-A139-260119-1617-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
6,BTC,4h,2025-04-07,03:55,79467.400000,78419.900000 -1.32%,77693.000000 -2.23%,SHORT,True,+1.32%,+2.23%,50.00%,61.972,R-A140-260119-1617-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
2,BTC,4h,2025-01-06,19:56,99207.000000,102149.800000 +2.97%,101806.200000 +2.62%,SHORT,False,-2.97%,-2.62%,40.00%,74.682,R-A136-260119-1615-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
4,BTC,4h,2025-03-06,11:55,91434.400000,91360.100000 -0.08%,91347.900000 -0.09%,LONG,False,-0.08%,-0.09%,33.33%,50.299,R-A138-260119-1616-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
7,BTC,4h,2025-04-13,19:57,84439.500000,83861.800000 -0.68%,83993.100000 -0.53%,SHORT,True,+0.68%,+0.53%,42.86%,56.762,R-A141-260119-1618-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
8,BTC,4h,2025-04-18,15:55,84649.800000,84679.000000 +0.03%,84372.800000 -0.33%,SHORT,True,-0.03%,+0.33%,50.00%,49.181,R-A142-260119-1618-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
9,BTC,4h,2025-05-02,11:59,97056.000000,96323.000000 -0.76%,96873.000000 -0.19%,LONG,False,-0.76%,-0.19%,44.44%,78.842,R-A143-260119-1619-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
10,BTC,4h,2025-05-06,11:59,94418.700000,94344.100000 -0.08%,93773.000000 -0.68%,SHORT,True,+0.08%,+0.68%,50.00%,86.82,R-A144-260119-1619-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
11,BTC,4h,2025-05-16,03:58,103164.000000,103723.900000 +0.54%,103997.200000 +0.81%,SHORT,False,-0.54%,-0.81%,45.45%,55.304,R-A145-260119-1620-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
13,BTC,4h,2025-06-06,23:57,104905.100000,104183.300000 -0.69%,104234.800000 -0.64%,LONG,False,-0.69%,-0.64%,41.67%,64.925,R-A147-260119-1621-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
12,BTC,4h,2025-05-17,07:59,103409.900000,103466.300000 +0.05%,103394.500000 -0.01%,LONG,False,+0.05%,-0.01%,38.46%,95.279,R-A146-260119-1621-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
15,BTC,4h,2025-07-10,03:56,111547.000000,111198.600000 -0.31%,111019.900000 -0.47%,LONG,False,-0.31%,-0.47%,35.71%,58.702,R-A149-260119-1622-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
14,BTC,4h,2025-07-06,15:55,108008.100000,108029.900000 +0.02%,108865.100000 +0.79%,LONG,True,+0.02%,+0.79%,40.00%,63.386,R-A148-260119-1622-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
16,BTC,4h,2025-07-21,19:56,118256.100000,118405.500000 +0.13%,116817.200000 -1.22%,LONG,False,+0.13%,-1.22%,37.50%,42.585,R-A150-260119-1623-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
17,BTC,4h,2025-07-23,03:57,119261.800000,120044.000000 +0.66%,118659.900000 -0.50%,LONG,False,+0.66%,-0.50%,35.29%,57.767,R-A151-260119-1623-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
18,BTC,4h,2025-07-29,23:58,117408.000000,117527.900000 +0.10%,117940.800000 +0.45%,SHORT,False,-0.10%,-0.45%,33.33%,52.528,R-A152-260119-1624-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
19,BTC,4h,2025-08-09,03:55,116409.600000,116620.800000 +0.18%,116346.800000 -0.05%,SHORT,True,-0.18%,+0.05%,36.84%,63.864,R-A153-260119-1624-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
20,BTC,4h,2025-08-24,11:58,115050.900000,114858.400000 -0.17%,114719.400000 -0.29%,LONG,False,-0.17%,-0.29%,35.00%,59.872,R-A154-260119-1625-BTC-4H,original,to_end,40,13,,kimi-k2-0905,qwen3-vl-plus,普通回测,,,,,,,,,,,,,,
